DAM_ID,STORAGE,STORAGE_START,STORAGE_END,DATA_SOURCE,INFLOW,INFLOW_START,INFLOW_END,DATA_SOURCE.1,OUTFLOW,OUTFLOW_START,OUTFLOW_END,DATA_SOURCE.2,ELEVATION,ELEVATION_START,ELEVATION_END,DATA_SOURCE.3,EVAPORATION,EVAPORATION_START,EVAPORATION_END,DATA_SOURCE.4
1852,1,1/1/07,9/17/20,DUKE_ENE,0,NA,NA,NA,1,1/1/07,9/17/20,DUKE_ENE,1,1/1/07,9/17/20,DUKE_ENE,0,NA,NA,NA
1855,1,1/1/78,12/6/19,TVA,0,NA,NA,NA,1,1/1/78,12/6/19,TVA,1,1/2/78,12/6/19,TVA,0,NA,NA,NA
1856,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,6/9/88,9/30/15,ACE_MOB,0,NA,NA,NA
1862,1,1/1/52,12/31/20,ACE_MOB,0,NA,NA,NA,1,1/1/52,12/31/20,usgs_2394000,1,1/1/52,12/31/20,ACE_MOB,0,NA,NA,NA
1863,1,5/1/59,12/31/20,ACE_MOB,0,NA,NA,NA,1,5/1/59,12/31/20,usgs_2334430,1,5/1/59,12/31/20,ACE_MOB,0,NA,NA,NA
1864,1,1/1/62,12/31/19,ACE_VIC,1,1/1/62,12/31/19,ACE_VIC,1,1/1/62,12/31/19,ACE_VIC,1,1/1/62,12/31/19,ACE_VIC,1,1/1/62,12/31/19,ACE_VIC
1865,1,3/29/17,5/20/20,ACE_MOB,0,NA,NA,NA,0,NA,NA,NA,1,1/1/85,5/20/20,ACE_MOB,0,NA,NA,NA
1868,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,1/1/85,5/20/20,ACE_MOB,0,NA,NA,NA
1869,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC,1,1/1/61,12/31/19,ACE_VIC
1872,1,12/31/69,6/3/20,ACE_SAV,1,1/1/54,6/3/20,ACE_SAV,1,8/2/90,6/3/20,ACE_SAV,1,5/9/83,6/3/20,ACE_SAV,0,NA,NA,NA
1876,1,3/29/17,12/31/20,ACE_MOB,0,NA,NA,NA,1,4/20/10,12/31/20,usgs_2441390,1,1/1/85,12/31/20,ACE_MOB,0,NA,NA,NA
1883,1,12/27/46,7/13/20,ACE_VIC,1,12/27/46,7/13/20,ACE_VIC,1,12/27/46,7/13/20,ACE_VIC,0,NA,NA,ACE_VIC,1,12/27/46,7/13/20,ACE_VIC
1890,0,NA,NA,NA,1,10/1/07,3/15/21,SAN,1,5/1/42,3/15/21,SAN,1,10/2/89,3/15/21,SAN,0,NA,NA,NA
1896,1,5/9/75,12/31/20,ACE_MOB,0,NA,NA,NA,1,5/9/75,12/31/20,usgs_2339500,1,5/9/75,12/31/20,ACE_MOB,0,NA,NA,NA
1908,1,1/1/18,12/31/20,ACE_MOB,0,NA,NA,NA,1,1/1/69,12/31/20,usgs_2476000,1,1/1/69,12/31/20,ACE_MOB,0,NA,NA,NA
1910,1,12/3/63,9/30/15,DUKE,1,12/3/63,9/30/15,DUKE,1,12/3/63,9/30/15,DUKE,1,12/3/63,9/30/15,DUKE,0,NA,NA,NA
1916,1,2/1/57,5/20/20,ACE_MOB,1,10/1/97,5/20/20,usgs_235750,1,1/1/80,5/20/20,usgs_2358000,1,2/1/57,5/20/20,ACE_MOB,0,NA,NA,NA
1924,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,9/1/42,9/30/93,SWFMD,0,NA,NA,NA
1944,1,7/18/84,3/28/18,SWFMD,0,NA,NA,NA,0,NA,NA,NA,1,7/18/84,3/28/18,SWFMD,0,NA,NA,NA
1957,1,1/1/84,1/31/21,SWFMD,0,NA,NA,NA,0,NA,NA,NA,1,1/1/84,1/31/21,SWFMD,0,NA,NA,NA
2149,1,1/1/97,12/31/20,ACE_CON,0,NA,NA,NA,1,10/1/01,12/31/20,usgs_1081500,1,1/1/97,12/31/20,ACE_CON,0,NA,NA,NA
2158,1,1/1/97,12/31/20,ACE_NEN,1,1/1/97,12/31/20,DUKE,1,1/1/80,12/31/20,usgs_1085500,1,1/1/97,12/31/20,ACE_NEN,0,NA,NA,NA
2180,1,1/1/85,12/31/01,MWRA,0,NA,NA,NA,1,1/1/85,12/31/01,MWRA,1,1/1/85,12/31/01,MWRA,0,NA,NA,NA
2183,1,9/30/05,12/31/20,usgs_1104430,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
2186,1,1/1/64,9/5/20,MWRA,0,NA,NA,NA,1,1/1/64,9/5/20,MWRA,1,1/1/64,9/5/20,MWRA,0,NA,NA,NA
2188,1,1/1/97,9/30/15,DUKE,1,9/21/98,9/30/15,DUKE,1,1/1/97,9/30/15,DUKE,1,1/1/97,9/30/15,DUKE,0,NA,NA,NA
2193,1,1/1/97,12/31/20,ACE_CON,0,NA,NA,NA,1,1/1/80,12/31/20,usgs_1186000,1,1/1/97,12/31/20,ACE_CON,0,NA,NA,NA
6864,0,NA,NA,NA,0,NA,NA,NA,1,8/26/19,3/2/21,MIN,1,8/26/19,3/2/21,MIN,0,NA,NA,NA
6865,0,NA,NA,NA,0,NA,NA,NA,1,1/1/04,3/3/21,MIN,1,1/1/04,3/3/21,MIN,0,NA,NA,NA
7214,1,6/9/09,12/31/18,BOR,1,4/16/08,12/31/18,BOR,1,4/16/08,12/31/18,BOR,1,12/29/99,12/31/18,BOR,1,6/9/09,12/31/18,BOR
7306,1,10/1/35,12/6/19,TVA,0,NA,NA,NA,1,6/30/37,12/6/19,TVA,1,10/2/35,12/6/19,TVA,0,NA,NA,NA
7308,1,8/2/84,6/3/20,ACE_SAV,1,12/1/84,6/3/20,ACE_SAV,1,12/1/84,6/3/20,ACE_SAV,1,8/2/84,6/3/20,ACE_SAV,0,NA,NA,NA
7311,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE,1,10/1/79,9/30/15,DUKE
7313,1,3/27/53,12/31/18,BOR,1,3/28/53,12/31/18,BOR,1,3/28/53,12/31/18,BOR,1,3/27/53,12/31/18,BOR,0,NA,NA,NA
7317,1,1/1/69,12/6/19,TVA,0,NA,NA,NA,1,1/1/69,12/6/19,TVA,1,1/2/69,12/6/19,TVA,0,NA,NA,NA
7318,1,4/1/68,11/17/19,ACE_NAS,1,4/2/68,11/17/19,ACE_NAS,1,4/1/68,11/17/19,ACE_NAS,1,4/1/68,11/17/19,ACE_NAS,0,NA,NA,NA
1879,1,5/4/84,3/14/21,SAN,1, 1929-10-01  ,3/14/21,SAN,1,10/1/78,3/14/21,SAN,1,5/4/84,3/14/21,SAN,0,NA,NA,NA
