ID,date,cars,upstream,abs_difference
1755,1984-05-07,1599.6793333333333,1889.906,290.2266666666667
1756,1984-05-07,8050.358499999999,9594.326,1543.9674999999997
1756,2003-02-16,5103.6075,6239.465,1135.8575
1756,2002-03-18,4271.518249999999,5177.217,905.6987500000005
1761,1996-09-06,3721.6913333333337,4167.242,445.55066666666653
1761,1993-03-04,1845.444,2240.369,394.9250000000002
1761,2006-12-05,71.99558333333333,-286.255,358.25058333333334
1762,2004-02-07,624.0525,317.799,306.25350000000003
1762,2003-02-17,752.88,465.075,287.805
1762,1984-05-07,1578.1508749999998,1865.879,287.7281250000001
1768,1982-12-07,554.70475,-114466.558,115021.26275000001
1768,1982-12-08,519.9790833333333,114986.228,114466.24891666666
1768,1984-06-16,927.0415,-502.623,1429.6645
1775,1999-01-23,1159.20475,1495.127,335.92224999999985
1775,2010-05-04,560.9369166666668,244.544,316.3929166666668
1775,1986-09-04,1201.505666666667,1492.154,290.6483333333331
1776,2019-06-10,234.71333333333337,134.505,100.20833333333337
1776,2019-06-09,636.3820000000001,735.755,99.37299999999993
1776,1994-08-17,552.3188333333333,647.803,95.48416666666674
1777,1994-02-11,2629.14375,3340.306,711.1622499999999
1777,1990-12-24,2858.80725,2249.203,609.6042499999999
1777,1990-12-23,4092.769,4687.62,594.8510000000001
1782,1996-09-06,1496.0755,1770.791,274.7155
1782,1998-03-19,1142.8232083333332,1375.658,232.83479166666666
1782,1998-03-20,681.6133333333333,498.97,182.64333333333332
1796,2018-11-13,1705.4110833333334,2074.149,368.7379166666665
1796,1996-09-06,2096.571,2460.135,363.5640000000003
1796,1998-03-19,1746.980375,2105.241,358.2606249999999
180,2017-12-02,1975.9463333333335,-4.219,1980.1653333333336
180,2017-12-01,1264.1470833333335,-11.95,1276.0970833333336
180,2017-12-07,978.1286666666668,0.142,977.9866666666668
182,1997-01-03,3697.1153333333336,2574.391,1122.7243333333336
182,2005-12-31,2562.1983333333333,3613.705,1051.5066666666667
182,2006-01-01,1934.217,1094.473,839.7440000000001
1848,2019-02-26,1280.7402499999998,945.894,334.8462499999998
1848,1990-02-04,1111.86625,1416.378,304.5117499999999
1848,2019-02-23,1726.0225,2004.943,278.92049999999995
185,2013-06-30,325.28,-495.657,820.9369999999999
185,2009-06-01,2.0379375,-597.456,599.4939375
185,1997-01-29,294.041,-196.416,490.457
1851,2019-03-10,318.52756250000004,-556.085,874.6125625000001
1851,2003-12-19,118.89447916666668,-419.428,538.3224791666667
1851,1994-08-18,945.9463333333337,561.239,384.7073333333336
1864,2019-02-23,1253.8395,1515.062,261.22249999999985
1864,1991-02-19,766.5429999999999,991.343,224.80000000000007
1864,1982-12-26,671.9857499999999,881.53,209.54425000000003
1869,1983-12-04,2739.9619999999995,3465.58,725.6180000000004
1869,1980-04-12,1847.7135,2463.618,615.9044999999999
1869,1980-04-13,626.4592499999999,14.073,612.3862499999999
1872,1994-06-26,954.2075,-1.614,955.8215
1872,1998-06-11,648.2328333333332,-106.839,755.0718333333332
1872,2017-02-11,277.19716666666665,-432.369,709.5661666666667
1879,1989-10-03,2579.6603333333333,2803.363,223.70266666666657
1879,2016-01-02,1196.1488333333332,982.593,213.55583333333323
1879,2015-12-31,1426.10475,1636.711,210.60625000000005
1883,2016-03-10,1045.1015,1244.269,199.16750000000002
1883,2016-03-11,645.9914583333333,488.55,157.4414583333333
1883,1999-01-30,804.6735833333335,951.614,146.94041666666658
1890,2015-10-09,1938.5916666666667,2037.22,98.62833333333333
1890,2010-02-13,2029.135,2107.86,78.72500000000014
1890,2010-02-16,1541.0420833333333,1464.69,76.35208333333321
190,1996-12-29,83.67849999999999,-283.14,366.8185
190,1997-01-20,56.254133333333336,-283.14,339.39413333333334
190,1997-01-18,55.897333333333336,-113.777,169.67433333333332
191,1996-12-29,62.59908333333333,-283.14,345.7390833333333
191,1997-01-18,88.64808333333333,-96.928,185.57608333333332
191,1997-01-07,270.48699999999997,154.242,116.24499999999998
1910,1990-03-17,6077.761124999999,6937.418,859.6568750000006
1910,2010-02-22,533.1949374999999,-101.516,634.7109374999999
1910,1998-03-08,3240.0485,3792.356,552.3075000000003
1916,2010-03-15,29.030478260869565,32.847,3.8165217391304367
1916,2010-03-14,11.89725,15.291,3.3937500000000007
1916,2010-03-30,11.707625,13.507,1.7993749999999995
193,2002-05-16,5.408965277777778,-851.968,857.3769652777777
193,2002-05-18,5.2766319444444445,-850.523,855.7996319444445
193,2002-05-17,5.342798611111111,-850.042,855.3847986111111
198,1997-01-03,1240.8613333333333,845.908,394.95333333333326
198,1997-01-02,1676.8456666666666,2030.768,353.9223333333334
198,1998-11-03,31.299333333333333,-216.057,247.3563333333333
203,2008-01-29,57.785,-44.967,102.752
203,1998-02-04,230.80066666666664,319.13,88.32933333333335
203,1998-02-05,155.044,73.001,82.043
204,1993-04-25,104.58108333333334,-5.696,110.27708333333334
204,1982-02-23,77.91633333333333,-24.612,102.52833333333332
204,1983-01-23,71.11933333333333,-7.851,78.97033333333333
210,2018-03-23,717.2719583333333,974.608,257.3360416666667
210,2005-12-31,655.7133333333334,903.476,247.76266666666663
210,2017-02-12,853.317,613.738,239.57899999999995
214,2017-02-08,577.889,799.298,221.409
214,2018-03-23,665.8522916666666,885.75,219.8977083333334
214,1997-01-07,376.6559999999999,167.579,209.07699999999988
2158,2005-10-22,66.9125,-7.079,73.99149999999999
2158,2009-08-28,52.16466666666666,-9.514,61.67866666666666
2158,2006-05-17,33.005250000000004,-23.39,56.395250000000004
2188,2011-08-28,155.18066666666667,186.013,30.832333333333338
2188,2011-08-29,42.0455,13.252,28.793499999999995
2188,2008-03-08,81.34854166666666,100.61,19.261458333333337
223,2010-11-09,7.966666666666668,-11.072,19.038666666666668
223,1995-03-17,11.943033333333334,-4.163,16.106033333333336
223,1999-02-11,13.355666666666666,-0.736,14.091666666666667
292,2006-11-07,75.85283333333334,102.419,26.56616666666666
292,1981-09-30,15.140833333333337,-5.583,20.72383333333334
292,1980-07-01,16.550375000000003,-2.235,18.785375000000002
293,1986-02-28,255.6169166666667,352.802,97.18508333333332
293,1985-05-30,39.18725,-43.636,82.82325
293,1996-03-14,243.12225,321.594,78.47174999999999
297,1999-11-14,787.7733333333333,995.902,208.12866666666673
297,1999-05-26,1649.17025,1822.469,173.29875000000015
297,2013-06-21,2300.38625,2472.057,171.67074999999977
300,1986-02-26,541.6117499999999,747.305,205.69325000000003
300,1986-02-27,412.7945833333333,275.055,137.73958333333331
300,1980-05-27,229.8495,293.648,63.79850000000002
307,1986-09-25,3454.6549999999997,4530.695,1076.04
307,1986-09-26,2194.55525,1415.842,778.7132499999998
307,2014-08-24,2399.853,2831.685,431.8319999999999
310,2014-12-01,2736.347,3267.759,531.4119999999998
310,1990-11-26,3554.702666666667,4074.788,520.085333333333
310,2014-11-30,2083.1726666666664,1673.523,409.64966666666646
316,2006-11-08,844.0197499999999,1017.394,173.37425000000007
316,2015-03-16,708.48625,837.894,129.40774999999996
316,1999-11-14,483.2967083333333,584.685,101.38829166666665
317,1994-08-29,8.401499999999999,-17.103,25.5045
317,1994-08-01,20.941875,-0.868,21.809874999999998
317,2007-04-09,15.69617,-0.214,15.91017
319,1981-05-22,332.72975,405.327,72.59724999999997
319,1991-05-19,276.31475,321.02,44.70524999999998
319,1991-05-21,276.74175,237.958,38.783750000000026
320,1999-08-01,13.1016875,-1.221,14.3226875
320,1999-08-02,9.7759375,-1.12,10.895937499999999
320,2018-06-19,31.639249999999997,40.488,8.848750000000003
355,1988-05-09,291.121,225.654,65.46699999999998
355,1988-05-08,423.87325,487.522,63.64875000000001
355,2005-05-12,322.877,378.616,55.738999999999976
361,2018-06-25,10.509125,-40.538,51.047124999999994
361,1985-02-04,18.58088888888889,-8.842,27.42288888888889
361,1985-01-01,5.1802222222222225,-17.963,23.143222222222224
362,1992-03-31,26.000666666666667,36.237,10.236333333333334
362,1992-04-01,13.640458333333337,4.336,9.304458333333336
