ID,source,start,window,n_days,top10_inflow_share
939,cars,2000,late,2894,0.05087051465027652
948,cars,2000,early,3633,0.15020885791174685
948,cars,2000,late,3243,0.03596304679698759
952,cars,2000,early,3634,0.127730791905513
952,cars,2000,late,3282,0.12639408616512657
953,cars,1980,early,2810,0.23918363697996142
953,cars,1980,late,3234,0.16348680207963798
956,cars,2000,early,3470,0.32001381239856797
956,cars,2000,late,2854,0.067948574423185
982,cars,1980,early,3653,0.10725664402036832
982,cars,1980,late,3652,0.13806365265542359
982,upstream,1980,early,3653,0.1254369446910667
982,upstream,1980,late,3652,0.14977709815079773
989,cars,1980,early,3653,0.05672232359757612
989,cars,1980,late,3652,0.040273755548879436
989,upstream,1980,early,3653,0.057152052597001506
989,upstream,1980,late,3652,0.04276565519762792
